,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
2058,-,-,100 %,18713.11 Km,50 %,39.7 Km/h,1.48 Km/L,12669.5 L,0 %,0 VDC,014,0 %,0 °C,1499.99 H,4.88 BAR,0 °C,1366 Rpm,Off,Not,Not,Not,,2023-11-01 14:12:40
2059,-,-,100 %,18713.11 Km,100 %,35.9 Km/h,1.48 Km/L,12669.5 L,0 %,28.3 VDC,012,0 %,0 °C,1499.99 H,5.2 BAR,0 °C,1839 Rpm,Off,Not,Not,Not,,2023-11-01 14:13:00
2060,-,-,100 %,18714.08 Km,8 %,26.6 Km/h,1.48 Km/L,12670 L,82.4 %,28.3 VDC,012,54.4 %,100 °C,1500 H,4.6 BAR,99.9 °C,1325 Rpm,Off,Not,Not,Not,9FFFF,2023-11-01 14:13:20
2061,-,-,100 %,18714.23 Km,0 %,26.2 Km/h,1.48 Km/L,12670 L,82 %,28.2 VDC,013,54 %,96 °C,1500 H,4.16 BAR,98.9 °C,1087 Rpm,On,Not,Not,Not,50944,2023-11-01 14:13:40
2062,-,-,100 %,18714.29 Km,30 %,6.8 Km/h,1.48 Km/L,12670 L,82 %,28.3 VDC,004,53.6 %,93 °C,1500.01 H,5.12 BAR,97.3 °C,1549 Rpm,Off,Not,Not,Not,93837,2023-11-01 14:14:00
2063,-,-,100 %,18714.31 Km,0 %,4.2 Km/h,1.48 Km/L,12670 L,83.2 %,28.3 VDC,0-1,53.2 %,93 °C,1500.01 H,5.48 BAR,97.5 °C,1562 Rpm,Off,Not,Not,Not,005F5,2023-11-01 14:14:20
2064,-,-,100 %,18714.31 Km,24 %,0 Km/h,1.48 Km/L,12670.5 L,82 %,28.3 VDC,000,53.2 %,94 °C,1500.02 H,4.2 BAR,97.7 °C,1171 Rpm,Off,Not,Not,Not,3A764,2023-11-01 14:14:40
2065,-,-,100 %,18714.31 Km,10 %,0 Km/h,1.48 Km/L,12670.5 L,82.4 %,28.3 VDC,000,53.2 %,94 °C,1500.03 H,3.28 BAR,97.7 °C,897 Rpm,Off,Not,Not,Not,00000,2023-11-01 14:15:00
2066,-,-,100 %,18714.31 Km,16 %,0.9 Km/h,1.48 Km/L,12670.5 L,83.2 %,28.3 VDC,0-1,53.2 %,95 °C,1500.03 H,2.16 BAR,97.2 °C,550 Rpm,Off,Not,Not,Not,00000,2023-11-01 14:15:20
2067,-,-,100 %,18714.33 Km,35 %,11.2 Km/h,1.48 Km/L,12670.5 L,84 %,28.3 VDC,009,53.2 %,94 °C,1500.04 H,4.2 BAR,96.9 °C,1016 Rpm,Off,Not,Not,Not,F00FF,2023-11-01 14:15:41
2068,-,-,100 %,18714.47 Km,0 %,30.4 Km/h,1.48 Km/L,12670.5 L,83.2 %,28.3 VDC,014,53.6 %,94 °C,1500.04 H,3.88 BAR,96.9 °C,1037 Rpm,On,Not,Not,Not,05045,2023-11-01 14:16:01
2069,-,-,100 %,18714.64 Km,0 %,22.9 Km/h,1.48 Km/L,12670.5 L,82.4 %,0 VDC,013,53.6 %,93 °C,1500.05 H,3.32 BAR,96.4 °C,955 Rpm,Off,Not,Not,Not,00000,2023-11-01 14:16:21
2070,-,-,100 %,18714.77 Km,19 %,25.3 Km/h,1.48 Km/L,12670.5 L,81.6 %,28.3 VDC,013,53.6 %,91 °C,1500.05 H,0 BAR,95.6 °C,1070 Rpm,Off,Not,Not,Not,33033,2023-11-01 14:16:41
2071,-,-,100 %,18714.97 Km,0 %,37.4 Km/h,1.48 Km/L,12670.5 L,81.6 %,28.3 VDC,015,52.8 %,90 °C,1500.06 H,4.2 BAR,94.9 °C,1054 Rpm,On,Not,Not,Not,25092,2023-11-01 14:17:00
2072,-,-,100 %,18715.11 Km,0 %,41.8 Km/h,1.48 Km/L,12670.5 L,81.6 %,28.3 VDC,014,52.8 %,90 °C,1500.06 H,5.12 BAR,94.2 °C,1436 Rpm,On,Not,Not,Not,9FFFB,2023-11-01 14:17:20
2073,-,-,100 %,18715.29 Km,56 %,14.8 Km/h,1.48 Km/L,12670.5 L,82.4 %,28.3 VDC,011,53.6 %,89 °C,1500.07 H,3.28 BAR,93.9 °C,910 Rpm,Off,Not,Not,Not,DFFF9,2023-11-01 14:17:40
2074,-,-,100 %,18715.42 Km,34 %,32.3 Km/h,1.48 Km/L,12670.5 L,82.4 %,28.3 VDC,011,54 %,90 °C,1500.08 H,5.48 BAR,94.4 °C,1995 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 14:18:00
2075,-,-,100 %,18715.54 Km,48 %,20.1 Km/h,1.48 Km/L,12671 L,82.4 %,28.3 VDC,010,54 %,90 °C,1500.08 H,4.72 BAR,95 °C,1489 Rpm,Off,Not,Not,Not,93837,2023-11-01 14:18:20
2076,-,-,100 %,18715.63 Km,12 %,4 Km/h,1.48 Km/L,12671 L,82 %,28.2 VDC,010,54.4 %,92 °C,1500.08 H,2.32 BAR,95.2 °C,554 Rpm,On,Not,Not,Not,FFFFF,2023-11-01 14:18:40
2077,-,-,100 %,-,11 %,-,-,-,77.2 %,28.3 VDC,001,93 %,-,-,-,-,-,Off,,,,,2023-11-01 14:19:01
2078,-,-,100 %,18715.65 Km,10 %,0 Km/h,1.48 Km/L,12671 L,78.4 %,0 VDC,000,0 %,0 °C,1500.09 H,2.16 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 14:19:21
2079,-,-,100 %,18715.65 Km,13 %,0 Km/h,1.48 Km/L,12671 L,79.6 %,0 VDC,000,53.6 %,94 °C,1500.09 H,2.2 BAR,95.6 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 14:19:41
2080,-,-,100 %,18715.65 Km,11 %,0 Km/h,1.48 Km/L,12671 L,79.6 %,28.3 VDC,000,53.6 %,94 °C,1500.09 H,2.2 BAR,95.5 °C,552 Rpm,Off,Not,Not,Not,,2023-11-01 14:20:01
2081,-,-,100 %,18715.65 Km,14 %,0 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,000,0 %,0 °C,1500.09 H,2.2 BAR,0 °C,552 Rpm,Off,Not,Not,Not,,2023-11-01 14:20:21
2082,-,-,100 %,18715.65 Km,10 %,0 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,000,0 %,0 °C,1500.09 H,2.2 BAR,0 °C,556 Rpm,Off,Not,Not,Not,,2023-11-01 14:20:41
2083,-,-,100 %,18715.65 Km,0 %,3.9 Km/h,1.48 Km/L,12671 L,80.8 %,28.1 VDC,006,0 %,0 °C,1500.09 H,0 BAR,0 °C,625 Rpm,Off,Not,Not,Not,,2023-11-01 14:21:01
2084,-,-,100 %,18715.65 Km,0 %,29.4 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,013,0 %,0 °C,1500.1 H,4.84 BAR,0 °C,1238 Rpm,On,Not,Not,Not,,2023-11-01 14:21:21
2085,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 14:21:21
2086,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 14:21:41
2087,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 14:22:01
2088,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 14:22:21
2089,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 14:22:41
2090,-,-,100 %,18716.44 Km,93 %,26.7 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,011,0 %,0 °C,1500.1 H,4.72 BAR,0 °C,1618 Rpm,Off,Not,Not,Not,,2023-11-01 14:23:01
2091,-,-,100 %,18716.44 Km,44 %,21.9 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,010,0 %,0 °C,1500.1 H,0 BAR,0 °C,1623 Rpm,Off,Not,Not,Not,,2023-11-01 14:23:21
2092,-,-,100 %,18716.84 Km,2 %,22.1 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,011,0 %,0 °C,1500.1 H,4.72 BAR,0 °C,1333 Rpm,Off,Not,Not,Not,,2023-11-01 14:23:41
2093,-,-,100 %,18716.84 Km,39 %,1.9 Km/h,1.48 Km/L,12671 L,80 %,28.4 VDC,000,0 %,0 °C,1500.11 H,2.24 BAR,0 °C,805 Rpm,Off,Not,Not,Not,,2023-11-01 14:24:01
2094,-,-,100 %,18716.84 Km,10 %,0 Km/h,1.48 Km/L,12671 L,82 %,28.3 VDC,000,0 %,0 °C,1500.11 H,2.32 BAR,0 °C,553 Rpm,Off,Not,Not,Not,,2023-11-01 14:24:21
2095,-,-,100 %,18716.99 Km,5 %,0 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,000,0 %,0 °C,1500.11 H,4.2 BAR,0 °C,928 Rpm,Off,Not,Not,Not,,2023-11-01 14:24:41
2096,-,-,100 %,18716.99 Km,0 %,1.7 Km/h,1.48 Km/L,12671 L,81.6 %,28.1 VDC,0-1,0 %,0 °C,1500.11 H,2.84 BAR,0 °C,788 Rpm,On,Not,Not,Not,,2023-11-01 14:25:01
2097,-,-,100 %,18717.01 Km,0 %,7.9 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,007,0 %,0 °C,1500.11 H,0 BAR,0 °C,987 Rpm,Off,Not,Not,Not,,2023-11-01 14:25:21
2098,-,-,100 %,18717.01 Km,26 %,1.9 Km/h,1.48 Km/L,12671 L,80.8 %,28.5 VDC,0-1,0 %,0 °C,1500.11 H,2.24 BAR,0 °C,778 Rpm,Off,Not,Not,Not,,2023-11-01 14:25:42
2099,-,-,100 %,18717.04 Km,0 %,4.2 Km/h,1.48 Km/L,12671 L,82.8 %,28.3 VDC,0-1,0 %,0 °C,1500.11 H,3.52 BAR,0 °C,1578 Rpm,Off,Not,Not,Not,,2023-11-01 14:26:02
2100,-,-,100 %,18717.05 Km,30 %,5.2 Km/h,1.48 Km/L,12671 L,84 %,28.3 VDC,006,52.8 %,93 °C,1500.11 H,3.36 BAR,95.4 °C,803 Rpm,Off,Not,Not,Not,,2023-11-01 14:26:22
2101,-,-,100 %,18717.05 Km,11 %,2.7 Km/h,1.48 Km/L,12671 L,82 %,0 VDC,0-1,0 %,0 °C,1500.12 H,3.84 BAR,0 °C,994 Rpm,Off,Not,Not,Not,,2023-11-01 14:26:42
2102,-,-,100 %,18717.05 Km,1 %,18.2 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,011,0 %,0 °C,1500.12 H,3.96 BAR,0 °C,1115 Rpm,Off,Not,Not,Not,,2023-11-01 14:27:02
2103,-,-,100 %,18717.11 Km,18 %,26.4 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,014,0 %,0 °C,1500.12 H,3.44 BAR,0 °C,911 Rpm,Off,Not,Not,Not,,2023-11-01 14:27:22
2104,-,-,100 %,18717.11 Km,0 %,20.3 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,013,0 %,0 °C,1500.12 H,3.52 BAR,0 °C,877 Rpm,Off,Not,Not,Not,,2023-11-01 14:27:41
2105,-,-,100 %,18717.35 Km,8 %,28 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,014,0 %,0 °C,1500.12 H,3.72 BAR,0 °C,962 Rpm,Off,Not,Not,Not,,2023-11-01 14:28:01
2106,-,-,100 %,18717.35 Km,0 %,33.5 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,015,0 %,0 °C,1500.12 H,3.8 BAR,0 °C,944 Rpm,Off,Not,Not,Not,,2023-11-01 14:28:21
2107,-,-,100 %,18717.81 Km,39 %,13.3 Km/h,1.48 Km/L,12671 L,0 %,28.4 VDC,010,0 %,0 °C,1500.12 H,3.2 BAR,0 °C,988 Rpm,Off,Not,Not,Not,,2023-11-01 14:28:41
2108,-,-,100 %,18717.86 Km,0 %,3.3 Km/h,1.48 Km/L,12671 L,0 %,0 VDC,005,0 %,0 °C,1500.12 H,2.92 BAR,0 °C,730 Rpm,On,Not,Not,Not,,2023-11-01 14:29:02
2109,-,-,100 %,18717.88 Km,10 %,0 Km/h,1.48 Km/L,12671 L,89.6 %,28.2 VDC,000,53.6 %,88 °C,1500.13 H,0 BAR,90.4 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 14:29:22
2110,-,-,100 %,18717.88 Km,14 %,0 Km/h,1.48 Km/L,12671 L,100 %,28 VDC,",00",53 %,8 °C,590.82 H,0 BAR,90 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:29:42
2111,-,-,100 %,18717.88 Km,13 %,0 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",00",53 %,8 °C,590.83 H,0 BAR,89 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:30:02
2112,-,-,100 %,18717.88 Km,13 %,0 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",00",53 %,8 °C,590.83 H,0 BAR,89 °C,551 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:30:22
2113,-,-,100 %,18717.88 Km,12 %,3.1 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",0-",53 %,8 °C,590.83 H,0 BAR,89 °C,1151 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:30:42
2114,-,-,100 %,18717.9 Km,7 %,6.5 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",00",53 %,8 °C,590.83 H,0 BAR,88 °C,1238 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:31:02
2115,-,-,100 %,18718.01 Km,82 %,27.3 Km/h,1.48 Km/L,12671.5 L,100 %,0 VDC,",01",53 %,8 °C,590.83 H,0 BAR,88 °C,931 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:31:22
2116,-,-,100 %,18718.11 Km,32 %,17.7 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",00",53 %,8 °C,590.83 H,0 BAR,88 °C,1588 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:31:42
2117,-,-,100 %,18718.23 Km,21 %,25.8 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",01",54 %,8 °C,590.83 H,0 BAR,89 °C,1910 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:32:02
2118,-,-,100 %,18718.35 Km,23 %,11.1 Km/h,1.48 Km/L,12671.5 L,100 %,28 VDC,",01",53 %,8 °C,590.83 H,0 BAR,90 °C,838 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:32:23
2119,-,-,100 %,18718.44 Km,20 %,5.8 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",54 %,8 °C,590.83 H,0 BAR,90 °C,888 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:32:43
2120,-,-,100 %,18718.44 Km,10 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",55 %,8 °C,590.83 H,0 BAR,90 °C,551 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:33:03
2121,-,-,100 %,18718.45 Km,11 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",55 %,8 °C,590.83 H,0 BAR,90 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:33:22
2122,-,-,100 %,18718.45 Km,13 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",55 %,8 °C,590.83 H,0 BAR,90 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:33:42
2123,-,-,100 %,18718.45 Km,13 %,0 Km/h,1.48 Km/L,12672 L,100 %,0 VDC,",00",56 %,8 °C,590.83 H,0 BAR,90 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:34:02
2124,-,-,100 %,18718.46 Km,19 %,2.8 Km/h,1.48 Km/L,12672 L,100 %,0 VDC,",0-",55 %,8 °C,590.83 H,0 BAR,90 °C,1074 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:34:22
2125,-,-,100 %,18718.47 Km,23 %,3 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",0-",54 %,8 °C,590.83 H,0.44 BAR,89 °C,1148 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:34:42
2126,-,-,100 %,18718.48 Km,13 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",54 %,8 °C,590.83 H,0 BAR,90 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:35:02
2127,-,-,100 %,18718.48 Km,11 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",53 %,8 °C,590.83 H,0 BAR,89 °C,549 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:35:22
2128,-,-,100 %,18718.48 Km,13 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",53 %,8 °C,590.83 H,0 BAR,89 °C,551 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:35:43
2129,-,-,100 %,18718.48 Km,13 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",53 %,8 °C,590.84 H,0 BAR,88 °C,551 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:36:03
2130,-,-,100 %,18718.48 Km,12 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",53 %,8 °C,590.84 H,0 BAR,88 °C,558 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:36:23
2131,-,-,100 %,18718.48 Km,13 %,0 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",52 %,8 °C,590.84 H,0 BAR,88 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:36:43
2132,-,-,100 %,18718.48 Km,25 %,6.5 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",00",53 %,8 °C,590.84 H,0 BAR,88 °C,1481 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:37:03
2133,-,-,100 %,18718.59 Km,0 %,34 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",01",52 %,8 °C,590.84 H,0 BAR,88 °C,2556 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:37:23
2134,-,-,100 %,18718.78 Km,81 %,27.8 Km/h,1.48 Km/L,12672 L,100 %,28 VDC,",01",52 %,8 °C,590.84 H,0 BAR,88 °C,970 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:37:43
2135,-,-,100 %,18719.06 Km,86 %,36.7 Km/h,1.48 Km/L,12672 L,100 %,0 VDC,",01",53 %,8 °C,590.84 H,0 BAR,88 °C,1555 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:38:03
2136,-,-,100 %,18719.17 Km,100 %,39 Km/h,1.48 Km/L,12672.5 L,100 %,0 VDC,",01",53 %,8 °C,590.84 H,0 BAR,88 °C,1646 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:38:23
2137,-,-,100 %,18719.38 Km,100 %,25 Km/h,1.48 Km/L,12673 L,100 %,28 VDC,",01",53 %,9 °C,590.84 H,0 BAR,90 °C,1051 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:38:42
2138,-,-,100 %,18719.56 Km,77 %,23.2 Km/h,1.48 Km/L,12673 L,100 %,28 VDC,",01",54 %,9 °C,590.84 H,0 BAR,93 °C,953 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:39:03
2139,-,-,100 %,18719.68 Km,24 %,27.1 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",54 %,9 °C,590.84 H,0 BAR,95 °C,1139 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:39:23
2140,-,-,100 %,18719.74 Km,64 %,9 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",54 %,9 °C,590.84 H,0 BAR,97 °C,910 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:39:43
2141,-,-,100 %,18719.82 Km,15 %,0.5 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",53 %,9 °C,590.84 H,0 BAR,96 °C,527 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:40:03
2142,-,-,100 %,18719.82 Km,17 %,0 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",53 %,9 °C,590.84 H,0 BAR,94 °C,1177 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:40:23
2143,-,-,100 %,18719.82 Km,14 %,0.5 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",53 %,9 °C,590.84 H,0 BAR,93 °C,551 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:40:43
2144,-,-,100 %,18719.83 Km,10 %,0.6 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",52 %,9 °C,590.84 H,0 BAR,93 °C,553 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:41:03
2145,-,-,100 %,18719.85 Km,17 %,13.4 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",52 %,9 °C,590.84 H,0 BAR,93 °C,1398 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:41:23
2146,-,-,100 %,18719.92 Km,14 %,0 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",52 %,9 °C,590.84 H,0 BAR,93 °C,557 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:41:43
2147,-,-,100 %,18719.92 Km,10 %,0 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",52 %,9 °C,590.85 H,0 BAR,92 °C,551 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:42:03
2148,-,-,100 %,18719.92 Km,13 %,0 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",00",52 %,8 °C,590.85 H,0 BAR,91 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:42:24
2149,-,-,100 %,18719.95 Km,9 %,15.9 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",53 %,8 °C,590.85 H,0 BAR,91 °C,976 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:42:44
2150,-,-,100 %,18720.06 Km,9 %,18.2 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",52 %,8 °C,590.85 H,0 BAR,91 °C,1143 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:43:04
2151,-,-,100 %,18720.15 Km,5 %,12.2 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",53 %,8 °C,590.85 H,0 BAR,90 °C,899 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:43:24
2152,-,-,100 %,18720.28 Km,53 %,25.7 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",52 %,8 °C,590.85 H,0 BAR,90 °C,1079 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:43:44
2153,-,-,100 %,18720.46 Km,0 %,39.7 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",52 %,8 °C,590.85 H,0 BAR,89 °C,1125 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:44:04
2154,-,-,100 %,18720.64 Km,0 %,38.1 Km/h,1.48 Km/L,12673.5 L,100 %,28 VDC,",01",52 %,8 °C,590.85 H,0 BAR,89 °C,1079 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:44:23
2155,-,-,100 %,18720.81 Km,62 %,25.1 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",53 %,8 °C,590.85 H,0 BAR,88 °C,864 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:44:43
2156,-,-,100 %,18720.97 Km,19 %,25 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",53 %,8 °C,590.85 H,0 BAR,88 °C,865 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:45:03
2157,-,-,100 %,18721.09 Km,71 %,21.7 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",53 %,8 °C,590.85 H,0 BAR,88 °C,1090 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:45:23
2158,-,-,100 %,18721.15 Km,12 %,5.4 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",00",54 %,8 °C,590.85 H,0 BAR,88 °C,595 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:45:44
2159,-,-,100 %,18721.16 Km,49 %,5.9 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",0-",54 %,8 °C,590.85 H,0 BAR,89 °C,2297 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:46:04
2160,-,-,100 %,18721.16 Km,12 %,0 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",00",53 %,8 °C,590.85 H,0 BAR,89 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:46:24
2161,-,-,100 %,18721.16 Km,10 %,0 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",00",53 %,8 °C,590.85 H,0 BAR,89 °C,555 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:46:44
2162,-,-,100 %,18721.16 Km,13 %,0 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",00",53 %,8 °C,590.85 H,0 BAR,89 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:47:04
2163,-,-,100 %,18721.17 Km,5 %,10.7 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",00",53 %,8 °C,590.85 H,0 BAR,89 °C,937 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:47:24
2164,-,-,100 %,18721.31 Km,0 %,27.4 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",52 %,8 °C,590.85 H,0 BAR,89 °C,1386 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:47:44
2165,-,-,100 %,18721.46 Km,3 %,21.4 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",52 %,8 °C,590.86 H,0 BAR,89 °C,714 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:48:04
2166,-,-,100 %,18721.61 Km,0 %,37.7 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",52 %,8 °C,590.86 H,0 BAR,89 °C,1576 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:48:24
2167,-,-,100 %,18721.79 Km,14 %,18.1 Km/h,1.48 Km/L,12674 L,100 %,28 VDC,",01",52 %,8 °C,590.86 H,0 BAR,89 °C,550 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:48:44
2168,-,-,100 %,18721.84 Km,46 %,9.2 Km/h,1.48 Km/L,12674.5 L,100 %,28 VDC,",00",52 %,8 °C,590.86 H,0 BAR,88 °C,835 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:49:05
2169,-,-,100 %,18721.88 Km,25 %,4.4 Km/h,1.48 Km/L,12674.5 L,100 %,28 VDC,",0-",52 %,8 °C,590.86 H,0 BAR,88 °C,1707 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:49:25
2170,-,-,100 %,18721.89 Km,25 %,0 Km/h,1.48 Km/L,12674.5 L,100 %,28 VDC,",00",53 %,8 °C,590.86 H,0 BAR,88 °C,1169 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:49:44
2171,-,-,100 %,18721.89 Km,11 %,0 Km/h,1.48 Km/L,12674.5 L,100 %,28 VDC,",00",53 %,8 °C,590.86 H,0 BAR,88 °C,900 Rpm,-,",No",",No",",No",FFFFF,2023-11-01 14:50:04
