,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
42,-,-,100 %,18623.23 Km,0 %,14.1 Km/h,1.48 Km/L,12605.5 L,75.6 %,28.2 VDC,008,60 %,83 °C,1493.29 H,5.36 BAR,84.4 °C,1434 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:17:27
43,-,-,100 %,18623.33 Km,100 %,27.5 Km/h,1.48 Km/L,12606 L,74.4 %,28.2 VDC,013,60 %,83 °C,1493.29 H,4.76 BAR,84.9 °C,1150 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:17:47
44,-,-,100 %,18623.45 Km,0 %,5.6 Km/h,1.48 Km/L,12606 L,74.4 %,28.1 VDC,007,60 %,83 °C,1493.3 H,3.24 BAR,84.8 °C,635 Rpm,On,Not,Not,Not,00000,2023-11-01 01:18:08
45,-,-,100 %,18623.46 Km,9 %,10.3 Km/h,1.48 Km/L,12606 L,74.8 %,28.3 VDC,008,58.8 %,84 °C,1493.3 H,4.44 BAR,85 °C,1069 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:18:27
46,-,-,100 %,18623.48 Km,11 %,2 Km/h,1.48 Km/L,12606 L,77.2 %,28.1 VDC,0-2,58 %,83 °C,1493.31 H,2.8 BAR,85 °C,554 Rpm,On,Not,Not,Not,00000,2023-11-01 01:18:47
47,-,-,100 %,18623.48 Km,12 %,0 Km/h,1.48 Km/L,12606 L,79.2 %,28.2 VDC,000,58.4 %,83 °C,1493.32 H,2.44 BAR,84.8 °C,550 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:19:07
48,-,-,100 %,18623.48 Km,12 %,0 Km/h,1.48 Km/L,12606 L,79.6 %,28.3 VDC,000,58.8 %,83 °C,1493.32 H,2.44 BAR,84.3 °C,549 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:19:27
49,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:19:27
50,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:19:47
51,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:20:07
52,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:20:27
53,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:20:47
54,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:21:07
55,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:21:28
56,-,-,100 %,18623.75 Km,8 %,4.3 Km/h,1.48 Km/L,12606.5 L,74 %,28.1 VDC,011,57.2 %,84 °C,1493.36 H,0 BAR,85.6 °C,587 Rpm,On,Not,Not,Not,00000,2023-11-01 01:21:48
57,-,-,100 %,18623.77 Km,10 %,0.9 Km/h,1.48 Km/L,12606.5 L,79.2 %,0 VDC,0-2,58.4 %,83 °C,1493.37 H,0 BAR,85.4 °C,563 Rpm,On,Not,Not,Not,00000,2023-11-01 01:22:08
58,-,-,100 %,18623.77 Km,14 %,0 Km/h,1.48 Km/L,12606.5 L,79.6 %,28.2 VDC,000,59.6 %,83 °C,1493.37 H,0 BAR,85.4 °C,1197 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:22:28
59,-,-,100 %,18623.78 Km,50 %,6.5 Km/h,1.48 Km/L,12606.5 L,80 %,0 VDC,002,60.4 %,83 °C,1493.38 H,0 BAR,85.5 °C,2174 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:22:48
60,-,-,100 %,18623.82 Km,0 %,20.1 Km/h,1.48 Km/L,12606.5 L,76 %,28.1 VDC,011,60 %,84 °C,1493.38 H,0 BAR,86.5 °C,930 Rpm,On,Not,Not,Not,00000,2023-11-01 01:23:08
61,-,-,100 %,18623.96 Km,100 %,29.7 Km/h,1.48 Km/L,12606.5 L,75.6 %,28.3 VDC,013,59.6 %,85 °C,1493.39 H,0 BAR,86.7 °C,1264 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:23:28
62,-,-,100 %,18624.03 Km,15 %,0 Km/h,1.48 Km/L,12607 L,74 %,28.3 VDC,000,59.2 %,86 °C,1493.39 H,0 BAR,87 °C,556 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:23:48
63,-,-,100 %,18624.03 Km,12 %,0 Km/h,1.48 Km/L,12607 L,74.4 %,28.2 VDC,000,58.4 %,86 °C,1493.4 H,0 BAR,86.9 °C,550 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:24:07
64,-,-,100 %,18624.03 Km,10 %,0 Km/h,1.48 Km/L,12607 L,75.2 %,0 VDC,000,58 %,86 °C,1493.4 H,0 BAR,86.9 °C,550 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:24:27
65,-,-,100 %,18624.03 Km,12 %,0 Km/h,1.48 Km/L,12607 L,75.2 %,28.3 VDC,000,57.6 %,85 °C,1493.41 H,0 BAR,86.7 °C,551 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:24:48
66,-,-,100 %,18624.06 Km,5 %,7.1 Km/h,1.48 Km/L,12607 L,74 %,28.2 VDC,008,57.2 %,85 °C,1493.42 H,0 BAR,86.5 °C,726 Rpm,On,Not,Not,Not,00000,2023-11-01 01:25:08
67,-,-,100 %,18624.07 Km,10 %,3.8 Km/h,1.48 Km/L,12607 L,73.2 %,28.3 VDC,0-2,57.2 %,84 °C,1493.42 H,0 BAR,86.6 °C,1187 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:25:28
68,-,-,100 %,18624.08 Km,13 %,0 Km/h,1.48 Km/L,12607 L,75.6 %,28.3 VDC,000,57.2 %,84 °C,1493.43 H,0 BAR,86.4 °C,548 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:25:48
69,-,-,100 %,18624.08 Km,10 %,0 Km/h,1.48 Km/L,12607 L,75.2 %,28.2 VDC,000,57.2 %,84 °C,1493.43 H,0 BAR,85.9 °C,550 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:26:08
70,-,-,100 %,18624.08 Km,10 %,0 Km/h,1.48 Km/L,12607 L,75.2 %,28.3 VDC,000,56.8 %,83 °C,1493.44 H,0 BAR,85.6 °C,551 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:26:28
71,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:26:28
72,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:26:48
73,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:27:08
74,-,-,100 %,18624.08 Km,11 %,0 Km/h,1.48 Km/L,12607 L,75.2 %,28.3 VDC,000,56.8 %,82 °C,1493.45 H,0 BAR,84.8 °C,551 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:27:28
75,-,-,100 %,18624.08 Km,11 %,0 Km/h,1.48 Km/L,12607 L,76.8 %,28.3 VDC,000,56.8 %,82 °C,1493.46 H,2.44 BAR,84.5 °C,551 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:27:48
76,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:27:48
77,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:28:09
78,-,-,100 %,18624.22 Km,0 %,30 Km/h,1.48 Km/L,12607 L,74.8 %,28.3 VDC,012,56.4 %,83 °C,1493.47 H,0 BAR,85.6 °C,1515 Rpm,On,Not,Not,Not,00000,2023-11-01 01:28:29
79,-,-,100 %,18624.31 Km,36 %,0.6 Km/h,1.48 Km/L,12607 L,73.6 %,28.4 VDC,002,56.8 %,83 °C,1493.48 H,0 BAR,85.9 °C,828 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:28:49
80,-,-,100 %,18624.34 Km,52 %,12.3 Km/h,1.48 Km/L,12607.5 L,68 %,28.2 VDC,006,58.4 %,84 °C,1493.48 H,0 BAR,86.5 °C,1966 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:29:09
81,-,-,100 %,18624.37 Km,0 %,4.4 Km/h,1.48 Km/L,12607.5 L,76 %,28.3 VDC,0-2,59.2 %,85 °C,1493.49 H,0 BAR,87.2 °C,1409 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:29:28
82,-,-,100 %,18624.38 Km,22 %,0 Km/h,1.48 Km/L,12607.5 L,78.8 %,28.2 VDC,000,59.6 %,85 °C,1493.49 H,0 BAR,87.4 °C,1173 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:29:48
83,-,-,100 %,18624.38 Km,12 %,0 Km/h,1.48 Km/L,12607.5 L,79.6 %,28.3 VDC,001,60 %,85 °C,1493.5 H,0 BAR,87.5 °C,551 Rpm,On,Not,Not,Not,00000,2023-11-01 01:30:08
84,-,-,100 %,18624.38 Km,52 %,2.9 Km/h,1.48 Km/L,12607.5 L,73.6 %,28.3 VDC,001,0 %,0 °C,1493.5 H,3.6 BAR,0 °C,1216 Rpm,Off,Not,Not,Not,,2023-11-01 01:30:28
85,-,-,100 %,18624.38 Km,84 %,28.1 Km/h,1.48 Km/L,12607.5 L,0 %,28.2 VDC,015,0 %,0 °C,1493.5 H,3.6 BAR,0 °C,795 Rpm,Off,Not,Not,Not,,2023-11-01 01:30:48
86,-,-,100 %,18624.38 Km,14 %,4.1 Km/h,1.48 Km/L,12607.5 L,0 %,0 VDC,012,0 %,0 °C,1493.5 H,2.36 BAR,0 °C,550 Rpm,On,Not,Not,Not,,2023-11-01 01:31:08
87,-,-,100 %,18624.38 Km,12 %,0 Km/h,1.48 Km/L,12607.5 L,72.4 %,0 VDC,004,0 %,0 °C,1493.5 H,2.32 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:31:28
88,-,-,100 %,18624.38 Km,3 %,8.3 Km/h,1.48 Km/L,12607.5 L,0 %,28.3 VDC,007,0 %,0 °C,1493.51 H,4.08 BAR,0 °C,1037 Rpm,Off,Not,Not,Not,,2023-11-01 01:31:49
89,-,-,100 %,18624.66 Km,10 %,3.6 Km/h,1.48 Km/L,12607.5 L,77.6 %,0 VDC,0-2,0 %,0 °C,1493.51 H,4.6 BAR,0 °C,1140 Rpm,Off,Not,Not,Not,,2023-11-01 01:32:09
90,-,-,100 %,18624.67 Km,11 %,0.9 Km/h,1.48 Km/L,12607.5 L,72.4 %,28.1 VDC,0-2,58.4 %,87 °C,1493.51 H,0 BAR,88.8 °C,571 Rpm,On,Not,Not,Not,,2023-11-01 01:32:29
91,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:32:29
92,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:32:49
93,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:33:09
94,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:33:29
95,-,-,100 %,18624.69 Km,10 %,0 Km/h,1.48 Km/L,12607.5 L,0 %,0 VDC,000,0 %,0 °C,1493.52 H,2.4 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:33:49
96,-,-,100 %,18624.69 Km,10 %,0 Km/h,1.48 Km/L,12607.5 L,0 %,0 VDC,000,0 %,0 °C,1493.52 H,2.4 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:34:09
97,-,-,100 %,18624.69 Km,10 %,0 Km/h,1.48 Km/L,12607.5 L,74 %,28.3 VDC,000,58 %,84 °C,1493.52 H,0 BAR,86.6 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:34:29
98,-,-,100 %,18624.69 Km,10 %,0 Km/h,1.48 Km/L,12607.5 L,0 %,28.3 VDC,000,0 %,0 °C,1493.52 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:34:49
99,-,-,100 %,18624.69 Km,10 %,0 Km/h,1.48 Km/L,12607.5 L,74.4 %,28.3 VDC,000,0 %,0 °C,1493.52 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:35:09
100,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:35:09
101,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:35:29
102,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:35:49
103,-,-,100 %,18625 Km,0 %,44 Km/h,1.48 Km/L,12607.5 L,71.6 %,28.2 VDC,015,58 %,83 °C,1493.53 H,0 BAR,86.1 °C,1240 Rpm,On,Not,Not,Not,,2023-11-01 01:36:09
104,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:36:29
105,-,-,100 %,18625.03 Km,0 %,12.6 Km/h,1.48 Km/L,12607.5 L,0 %,0 VDC,009,0 %,0 °C,1493.53 H,4.36 BAR,0 °C,1133 Rpm,Off,Not,Not,Not,,2023-11-01 01:36:49
106,-,-,100 %,18625.03 Km,16 %,5.9 Km/h,1.48 Km/L,12607.5 L,66.8 %,0 VDC,0-2,0 %,0 °C,1493.53 H,5.64 BAR,0 °C,1893 Rpm,Off,Not,Not,Not,,2023-11-01 01:37:09
107,-,-,100 %,18625.12 Km,21 %,0 Km/h,1.48 Km/L,12607.5 L,73.6 %,0 VDC,000,0 %,0 °C,1493.53 H,4.84 BAR,0 °C,1175 Rpm,Off,Not,Not,Not,,2023-11-01 01:37:29
108,-,-,100 %,18625.12 Km,12 %,0 Km/h,1.48 Km/L,12607.5 L,0 %,28.4 VDC,000,0 %,0 °C,1493.53 H,2.44 BAR,0 °C,607 Rpm,Off,Not,Not,Not,,2023-11-01 01:37:49
109,-,-,100 %,18625.13 Km,58 %,40.5 Km/h,1.48 Km/L,12608 L,71.6 %,28.3 VDC,014,59.2 %,84 °C,1493.54 H,0 BAR,86.7 °C,1413 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 01:38:09
110,-,-,100 %,18625.13 Km,76 %,41.4 Km/h,1.48 Km/L,12608 L,0 %,0 VDC,014,0 %,0 °C,1493.54 H,4.64 BAR,0 °C,1424 Rpm,Off,Not,Not,Not,,2023-11-01 01:38:30
111,-,-,100 %,18625.43 Km,13 %,0 Km/h,1.48 Km/L,12608 L,73.2 %,0 VDC,000,0 %,0 °C,1493.54 H,2.32 BAR,0 °C,556 Rpm,Off,Not,Not,Not,,2023-11-01 01:38:50
112,-,-,100 %,18625.51 Km,10 %,0 Km/h,1.48 Km/L,12608 L,72.8 %,0 VDC,000,0 %,0 °C,1493.54 H,2.36 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-11-01 01:39:10
113,-,-,100 %,18625.51 Km,11 %,0 Km/h,1.48 Km/L,12608 L,72 %,28.3 VDC,000,0 %,0 °C,1493.54 H,2.36 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:39:30
114,-,-,100 %,18625.54 Km,0 %,3.1 Km/h,1.48 Km/L,12608 L,74 %,0 VDC,0-2,0 %,0 °C,1493.55 H,4.84 BAR,0 °C,950 Rpm,Off,Not,Not,Not,,2023-11-01 01:39:50
115,-,-,100 %,18625.56 Km,10 %,0 Km/h,1.48 Km/L,12608 L,70.8 %,0 VDC,0-2,0 %,0 °C,1493.55 H,2.36 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:40:10
116,-,-,100 %,18625.56 Km,10 %,0 Km/h,1.48 Km/L,12608 L,73.2 %,0 VDC,0-2,0 %,0 °C,1493.55 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:40:29
117,-,-,100 %,18625.56 Km,10 %,0 Km/h,1.48 Km/L,12608 L,72.8 %,0 VDC,0-2,0 %,0 °C,1493.55 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:40:49
118,-,-,100 %,18625.56 Km,10 %,0 Km/h,1.48 Km/L,12608 L,0 %,28.4 VDC,000,0 %,0 °C,1493.55 H,0 BAR,0 °C,557 Rpm,Off,Not,Not,Not,,2023-11-01 01:41:09
119,-,-,100 %,18625.56 Km,10 %,0 Km/h,1.48 Km/L,12608 L,73.2 %,28.4 VDC,000,0 %,0 °C,1493.55 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:41:29
120,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:41:29
121,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:41:50
122,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:42:10
123,-,-,100 %,18625.56 Km,10 %,0 Km/h,1.48 Km/L,12608 L,73.2 %,28.4 VDC,004,56.4 %,83 °C,1493.57 H,0 BAR,85.4 °C,550 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 01:42:30
124,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:42:30
125,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:42:50
126,-,-,100 %,18625.86 Km,0 %,43.2 Km/h,1.48 Km/L,12608 L,72.8 %,28.3 VDC,015,58 %,83 °C,1493.58 H,0 BAR,86.3 °C,1205 Rpm,On,Not,Not,Not,3A764,2023-11-01 01:43:10
127,-,-,100 %,18625.9 Km,13 %,20.9 Km/h,1.48 Km/L,12608 L,72.8 %,28.2 VDC,015,57.6 %,83 °C,1493.58 H,0 BAR,86.3 °C,558 Rpm,On,Not,Not,Not,00000,2023-11-01 01:43:30
128,-,-,100 %,18625.97 Km,29 %,0.5 Km/h,1.48 Km/L,12608 L,70.4 %,28.4 VDC,0-2,56.8 %,83 °C,1493.59 H,0 BAR,85.8 °C,857 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:43:50
129,-,-,100 %,18625.98 Km,27 %,3 Km/h,1.48 Km/L,12608 L,72 %,0 VDC,0-2,57.6 %,84 °C,1493.6 H,0 BAR,86.4 °C,916 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:44:10
130,-,-,100 %,18625.99 Km,20 %,0 Km/h,1.48 Km/L,12608.5 L,72.4 %,0 VDC,000,58 %,84 °C,1493.6 H,0 BAR,86.6 °C,1177 Rpm,Off,Not,Not,Not,F00FF,2023-11-01 01:44:30
131,-,-,100 %,18625.99 Km,36 %,9 Km/h,1.48 Km/L,12608.5 L,72.4 %,28.2 VDC,006,58.8 %,84 °C,1493.61 H,0 BAR,86.9 °C,1394 Rpm,Off,Not,Not,Not,00001,2023-11-01 01:44:50
132,-,-,100 %,18626.04 Km,20 %,11.3 Km/h,1.48 Km/L,12608.5 L,68.8 %,28.2 VDC,010,58.8 %,85 °C,1493.61 H,0 BAR,87.4 °C,833 Rpm,Off,Not,Not,Not,53030,2023-11-01 01:45:11
133,-,-,100 %,18626.19 Km,100 %,49.3 Km/h,1.48 Km/L,12608.5 L,70 %,28.3 VDC,015,58.8 %,86 °C,1493.62 H,5 BAR,87.7 °C,1403 Rpm,Off,Not,Not,Not,00000,2023-11-01 01:45:31
134,-,-,100 %,8626.38 Km,0 %,8.9 Km/h,3.31 Km/L,2608.5 L,70.8 %,28.3 VDC,008,58.8 %,87 °C,490.01 H,0 BAR,88.3 °C,911 Rpm,On,Not,Not,Not,,2023-11-01 01:45:50
135,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:46:10
136,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:46:30
137,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:46:50
138,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:47:10
139,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:47:30
140,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:47:50
141,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:48:10
142,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:48:30
143,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:48:51
144,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:49:11
145,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:49:31
146,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:49:51
147,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:50:11
148,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:50:31
149,-,-,100 %,18626.64 Km,5 %,0 Km/h,1.48 Km/L,12609 L,72.4 %,0 VDC,000,0 %,0 °C,1493.64 H,0 BAR,0 °C,535 Rpm,Off,Not,Not,Not,,2023-11-01 01:50:51
150,-,-,100 %,18626.87 Km,21 %,0 Km/h,1.48 Km/L,12609 L,73.2 %,0 VDC,000,0 %,0 °C,1493.64 H,0 BAR,0 °C,1174 Rpm,Off,Not,Not,Not,,2023-11-01 01:51:11
151,-,-,100 %,18626.87 Km,0 %,8.9 Km/h,1.48 Km/L,12609 L,75.2 %,28.2 VDC,005,57.2 %,86 °C,1493.65 H,4.56 BAR,88.5 °C,1627 Rpm,Off,Not,Not,Not,,2023-11-01 01:51:30
152,-,-,100 %,18626.88 Km,63 %,17.5 Km/h,1.48 Km/L,12609 L,73.6 %,0 VDC,011,0 %,0 °C,1493.65 H,0 BAR,0 °C,1080 Rpm,Off,Not,Not,Not,,2023-11-01 01:51:50
153,-,-,100 %,18626.98 Km,0 %,25.5 Km/h,1.48 Km/L,12609 L,73.2 %,0 VDC,014,0 %,0 °C,1493.65 H,0 BAR,0 °C,877 Rpm,On,Not,Not,Not,,2023-11-01 01:52:11
154,-,-,100 %,18627.07 Km,43 %,17 Km/h,1.48 Km/L,12609 L,73.6 %,0 VDC,011,0 %,0 °C,1493.65 H,0 BAR,0 °C,1042 Rpm,Off,Not,Not,Not,,2023-11-01 01:52:31
155,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:52:31
156,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:52:51
157,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 01:53:11
158,-,-,100 %,18627.31 Km,10 %,0 Km/h,1.48 Km/L,12609 L,68.8 %,0 VDC,000,0 %,0 °C,1493.65 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:53:31
159,-,-,100 %,18627.31 Km,10 %,0 Km/h,1.48 Km/L,12609 L,72.8 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-11-01 01:53:51
160,-,-,100 %,18627.31 Km,10 %,0 Km/h,1.48 Km/L,12609 L,71.2 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-11-01 01:54:11
161,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,71.2 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:54:31
162,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,71.2 %,28.3 VDC,000,54.8 %,86 °C,1493.66 H,0 BAR,88.5 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:54:51
163,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,71.2 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:55:11
164,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,0 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:55:32
165,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,71.2 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 01:55:52
166,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,72.8 %,0 VDC,000,0 %,0 °C,1493.66 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:56:12
167,-,-,100 %,18627.31 Km,13 %,0 Km/h,1.48 Km/L,12609 L,71.2 %,0 VDC,000,0 %,0 °C,1493.67 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 01:56:32
168,-,-,100 %,18627.31 Km,12 %,0 Km/h,1.48 Km/L,12609 L,74.8 %,28.3 VDC,004,54.4 %,85 °C,1493.67 H,0 BAR,87.1 °C,550 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 01:56:51
169,-,-,100 %,18627.31 Km,48 %,6 Km/h,1.48 Km/L,12609 L,74.4 %,28.3 VDC,006,0 %,0 °C,1493.67 H,0 BAR,0 °C,920 Rpm,Off,Not,Not,Not,,2023-11-01 01:57:11
170,-,-,100 %,18627.39 Km,17 %,41.9 Km/h,1.48 Km/L,12609 L,0 %,28.1 VDC,016,0 %,0 °C,1493.67 H,0 BAR,0 °C,983 Rpm,Off,Not,Not,Not,,2023-11-01 01:57:31
171,-,-,100 %,18627.39 Km,0 %,18.3 Km/h,1.48 Km/L,12609 L,71.2 %,0 VDC,011,0 %,0 °C,1493.68 H,0 BAR,0 °C,1096 Rpm,On,Not,Not,Not,,2023-11-01 01:57:51
172,-,-,100 %,18627.74 Km,23 %,1.5 Km/h,1.48 Km/L,12609 L,72.4 %,28.3 VDC,0-2,56 %,86 °C,1493.68 H,0 BAR,88.6 °C,577 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 01:58:11
173,-,-,100 %,18627.76 Km,15 %,0 Km/h,1.48 Km/L,12609 L,72.4 %,28.2 VDC,000,56.8 %,87 °C,1493.68 H,0 BAR,89.3 °C,540 Rpm,Off,Not,Not,Not,DFFF9,2023-11-01 01:58:31
174,-,-,100 %,18627.76 Km,11 %,0 Km/h,1.48 Km/L,12609 L,73.6 %,28.2 VDC,000,57.6 %,87 °C,1493.69 H,0 BAR,89.5 °C,1188 Rpm,Off,Not,Not,Not,DFFF9,2023-11-01 01:58:52
